tracking_event_id,shipment_id,event_timestamp,event_type,event_location,latitude,longitude,event_source,event_payload,created_at
132,22,2025-10-09T17:12:25+00:00,arrived_hub,Hub 02,44.666769,5.084778,tms,"{""shipment_id"": 22, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-10-09T17:19:25+00:00
133,22,2025-10-09T18:54:37+00:00,out_for_delivery,Toulouse,52.06801,6.077661,mobile_app,"{""shipment_id"": 22, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2025-10-09T19:02:37+00:00
134,22,2025-10-09T22:52:49+00:00,delivered,Toulouse,36.205873,6.366115,tms,"{""shipment_id"": 22, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-10-09T22:57:49+00:00
135,23,2025-04-15T11:22:52+00:00,created,Hub 22,39.03104,2.368278,carrier_api,"{""shipment_id"": 23, ""status"": ""created"", ""source_quality"": ""medium""}",2025-04-15T11:25:52+00:00
136,23,2025-04-15T12:44:04+00:00,picked_up,Hub 05,52.450518,11.646801,tms,"{""shipment_id"": 23, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-04-15T12:51:04+00:00
137,23,2025-04-15T15:21:16+00:00,departed_warehouse,Hub 14,43.920838,10.487819,mobile_app,"{""shipment_id"": 23, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-04-15T15:26:16+00:00
138,23,2025-04-15T17:49:28+00:00,in_transit,Hub 18,36.545409,-8.867444,manual,"{""shipment_id"": 23, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-04-15T17:50:28+00:00
139,23,2025-04-15T20:01:40+00:00,arrived_hub,Hub 23,44.143174,2.23992,mobile_app,"{""shipment_id"": 23, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-04-15T20:09:40+00:00
140,23,2025-04-15T22:01:52+00:00,out_for_delivery,Porto,41.885466,-2.097342,mobile_app,"{""shipment_id"": 23, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2025-04-15T22:07:52+00:00
141,23,2025-04-15T23:23:04+00:00,delivered,Porto,48.205266,-8.863445,mobile_app,"{""shipment_id"": 23, ""status"": ""delivered"", ""source_quality"": ""high""}",2025-04-15T23:28:04+00:00
142,24,2025-12-28T08:16:02+00:00,created,Hub 07,40.21326,3.961006,carrier_api,"{""shipment_id"": 24, ""status"": ""created"", ""source_quality"": ""low""}",2025-12-28T08:19:02+00:00
143,24,2025-12-28T11:53:14+00:00,picked_up,Hub 18,41.214427,10.384357,mobile_app,"{""shipment_id"": 24, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-12-28T11:59:14+00:00
144,24,2025-12-28T15:22:26+00:00,departed_warehouse,Hub 07,52.06062,-1.304029,mobile_app,"{""shipment_id"": 24, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-12-28T15:29:26+00:00
145,24,2025-12-28T17:40:38+00:00,in_transit,Hub 20,50.060839,-6.67283,mobile_app,"{""shipment_id"": 24, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-12-28T17:44:38+00:00
146,24,2025-12-28T21:25:50+00:00,arrived_hub,Hub 10,45.394493,-3.754905,manual,"{""shipment_id"": 24, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-12-28T21:27:50+00:00
147,24,2025-12-28T23:16:02+00:00,out_for_delivery,Toulouse,37.638875,2.645878,manual,"{""shipment_id"": 24, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-12-28T23:23:02+00:00
148,24,2025-12-29T03:25:14+00:00,delivered,Toulouse,42.145933,-5.012195,tms,"{""shipment_id"": 24, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-12-29T03:32:14+00:00
149,25,2025-10-08T09:27:10+00:00,created,Hub 04,41.675267,8.481031,iot_gateway,"{""shipment_id"": 25, ""status"": ""created"", ""source_quality"": ""low""}",2025-10-08T09:31:10+00:00
150,25,2025-10-08T12:19:40+00:00,picked_up,Hub 12,52.075552,4.609263,iot_gateway,"{""shipment_id"": 25, ""status"": ""picked_up"", ""source_quality"": ""low""}",2025-10-08T12:21:40+00:00
151,25,2025-10-08T15:19:10+00:00,departed_warehouse,Hub 02,48.654572,10.69118,tms,"{""shipment_id"": 25, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-10-08T15:22:10+00:00
152,25,2025-10-08T18:54:40+00:00,in_transit,Hub 03,46.643421,-0.238415,carrier_api,"{""shipment_id"": 25, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-10-08T18:56:40+00:00
153,25,2025-10-08T23:20:10+00:00,arrived_hub,Hub 22,46.193917,9.138116,manual,"{""shipment_id"": 25, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-10-08T23:27:10+00:00
154,25,2025-10-09T01:50:40+00:00,out_for_delivery,Amsterdam,45.773481,-4.509762,tms,"{""shipment_id"": 25, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2025-10-09T01:58:40+00:00
155,25,2025-10-09T05:03:10+00:00,delivered,Amsterdam,41.654534,6.636572,iot_gateway,"{""shipment_id"": 25, ""status"": ""delivered"", ""source_quality"": ""high""}",2025-10-09T05:04:10+00:00
156,26,2026-02-02T15:46:22+00:00,created,Hub 05,43.44265,7.536449,manual,"{""shipment_id"": 26, ""status"": ""created"", ""source_quality"": ""medium""}",2026-02-02T15:55:22+00:00
157,26,2026-02-02T17:35:58+00:00,picked_up,Hub 06,51.416198,8.919583,iot_gateway,"{""shipment_id"": 26, ""status"": ""picked_up"", ""source_quality"": ""high""}",2026-02-02T17:36:58+00:00
158,26,2026-02-02T19:58:34+00:00,departed_warehouse,Hub 16,45.678591,-0.286378,iot_gateway,"{""shipment_id"": 26, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2026-02-02T20:06:34+00:00
159,26,2026-02-02T21:15:10+00:00,in_transit,Hub 15,49.589866,10.032473,manual,"{""shipment_id"": 26, ""status"": ""in_transit"", ""source_quality"": ""low""}",2026-02-02T21:16:10+00:00
160,26,2026-02-03T01:14:46+00:00,arrived_hub,Hub 21,44.523864,0.054714,manual,"{""shipment_id"": 26, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2026-02-03T01:15:46+00:00
161,26,2026-02-03T02:28:22+00:00,out_for_delivery,Lisbon,46.711422,-8.383143,mobile_app,"{""shipment_id"": 26, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2026-02-03T02:29:22+00:00
162,26,2026-02-03T04:45:58+00:00,delivered,Lisbon,51.087496,0.000182,iot_gateway,"{""shipment_id"": 26, ""status"": ""delivered"", ""source_quality"": ""low""}",2026-02-03T04:47:58+00:00
163,27,2025-06-10T01:22:36+00:00,created,Hub 24,36.01514,3.56827,tms,"{""shipment_id"": 27, ""status"": ""created"", ""source_quality"": ""medium""}",2025-06-10T01:25:36+00:00
164,27,2025-06-10T02:46:12+00:00,picked_up,Hub 24,50.493178,-2.489857,tms,"{""shipment_id"": 27, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-06-10T02:52:12+00:00
165,27,2025-06-10T04:45:48+00:00,departed_warehouse,Hub 22,52.089163,13.988654,tms,"{""shipment_id"": 27, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-06-10T04:51:48+00:00
166,27,2025-06-10T07:35:24+00:00,in_transit,Hub 05,47.408277,12.117895,iot_gateway,"{""shipment_id"": 27, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-06-10T07:38:24+00:00
167,27,2025-06-10T11:14:00+00:00,arrived_hub,Hub 08,40.448922,-7.415258,manual,"{""shipment_id"": 27, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2025-06-10T11:21:00+00:00
168,27,2025-06-10T11:33:36+00:00,out_for_delivery,Lisbon,45.109594,8.949551,tms,"{""shipment_id"": 27, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-06-10T11:41:36+00:00
169,27,2025-06-10T13:37:12+00:00,delivered,Lisbon,50.954486,13.393488,manual,"{""shipment_id"": 27, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-06-10T13:40:12+00:00
170,28,2025-08-22T15:45:02+00:00,created,Hub 18,51.511779,1.085149,carrier_api,"{""shipment_id"": 28, ""status"": ""created"", ""source_quality"": ""low""}",2025-08-22T15:54:02+00:00
171,28,2025-08-22T18:39:14+00:00,picked_up,Hub 12,47.788319,5.966336,iot_gateway,"{""shipment_id"": 28, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-08-22T18:45:14+00:00
172,28,2025-08-22T20:16:26+00:00,departed_warehouse,Hub 05,40.460152,12.817732,carrier_api,"{""shipment_id"": 28, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-08-22T20:21:26+00:00
173,28,2025-08-22T23:56:38+00:00,in_transit,Hub 11,36.776167,13.138728,tms,"{""shipment_id"": 28, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-08-23T00:03:38+00:00
174,28,2025-08-23T00:52:50+00:00,arrived_hub,Hub 21,36.312316,0.448084,iot_gateway,"{""shipment_id"": 28, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-08-23T00:55:50+00:00
175,28,2025-08-23T03:17:02+00:00,out_for_delivery,Porto,49.720999,12.907127,iot_gateway,"{""shipment_id"": 28, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-08-23T03:19:02+00:00
176,28,2025-08-23T05:49:14+00:00,delivered,Porto,38.96453,-0.618188,carrier_api,"{""shipment_id"": 28, ""status"": ""delivered"", ""source_quality"": ""high""}",2025-08-23T05:57:14+00:00
177,29,2025-05-05T12:56:55+00:00,created,Hub 18,36.08804,-7.645367,iot_gateway,"{""shipment_id"": 29, ""status"": ""created"", ""source_quality"": ""medium""}",2025-05-05T12:57:55+00:00
178,29,2025-05-05T23:22:13+00:00,picked_up,Hub 01,41.996951,10.954606,iot_gateway,"{""shipment_id"": 29, ""status"": ""picked_up"", ""source_quality"": ""low""}",2025-05-05T23:31:13+00:00
179,29,2025-05-06T07:54:31+00:00,departed_warehouse,Hub 05,49.204045,-3.859961,carrier_api,"{""shipment_id"": 29, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-05-06T08:03:31+00:00
180,29,2025-05-06T18:46:49+00:00,in_transit,Hub 01,40.982294,-1.74954,manual,"{""shipment_id"": 29, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-05-06T18:53:49+00:00
181,29,2025-05-07T05:54:07+00:00,arrived_hub,Hub 20,38.135605,3.844074,iot_gateway,"{""shipment_id"": 29, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2025-05-07T06:03:07+00:00
182,29,2025-05-07T16:38:25+00:00,out_for_delivery,Amsterdam,45.014948,-2.474927,mobile_app,"{""shipment_id"": 29, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-05-07T16:40:25+00:00
183,29,2025-05-08T00:41:43+00:00,delivered,Amsterdam,41.83826,5.847446,tms,"{""shipment_id"": 29, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-05-08T00:47:43+00:00
184,30,2025-08-25T13:52:36+00:00,created,Hub 15,40.066724,0.889967,manual,"{""shipment_id"": 30, ""status"": ""created"", ""source_quality"": ""medium""}",2025-08-25T13:55:36+00:00
185,30,2025-08-26T05:10:12+00:00,cancelled,Hub 13,42.987226,8.858979,manual,"{""shipment_id"": 30, ""status"": ""cancelled"", ""source_quality"": ""low""}",2025-08-26T05:11:12+00:00
186,31,2025-07-14T15:56:28+00:00,created,Hub 16,37.723985,6.785231,manual,"{""shipment_id"": 31, ""status"": ""created"", ""source_quality"": ""low""}",2025-07-14T15:58:28+00:00
187,31,2025-07-14T20:50:34+00:00,picked_up,Hub 13,52.015875,-5.921406,tms,"{""shipment_id"": 31, ""status"": ""picked_up"", ""source_quality"": ""high""}",2025-07-14T20:53:34+00:00
188,31,2025-07-14T22:03:40+00:00,departed_warehouse,Hub 23,39.595058,14.710442,carrier_api,"{""shipment_id"": 31, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2025-07-14T22:12:40+00:00
189,31,2025-07-15T02:20:46+00:00,in_transit,Hub 23,52.188947,9.008072,carrier_api,"{""shipment_id"": 31, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-07-15T02:24:46+00:00
190,31,2025-07-15T03:35:52+00:00,arrived_hub,Hub 13,42.922195,-8.368751,tms,"{""shipment_id"": 31, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-07-15T03:38:52+00:00
191,31,2025-07-15T05:41:58+00:00,out_for_delivery,Hamburg,40.620837,-8.680839,manual,"{""shipment_id"": 31, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-07-15T05:50:58+00:00
192,31,2025-07-15T09:12:04+00:00,delivered,Hamburg,42.828665,3.804169,carrier_api,"{""shipment_id"": 31, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-07-15T09:20:04+00:00
193,32,2026-02-04T20:16:37+00:00,created,Hub 04,44.348432,-2.42853,carrier_api,"{""shipment_id"": 32, ""status"": ""created"", ""source_quality"": ""medium""}",2026-02-04T20:21:37+00:00
194,32,2026-02-05T02:43:49+00:00,picked_up,Hub 04,43.154836,-2.806736,carrier_api,"{""shipment_id"": 32, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2026-02-05T02:49:49+00:00
195,32,2026-02-05T08:47:01+00:00,departed_warehouse,Hub 06,43.969693,10.92415,mobile_app,"{""shipment_id"": 32, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2026-02-05T08:53:01+00:00
196,32,2026-02-05T18:02:13+00:00,in_transit,Hub 18,40.522602,-4.937001,manual,"{""shipment_id"": 32, ""status"": ""in_transit"", ""source_quality"": ""high""}",2026-02-05T18:07:13+00:00
197,32,2026-02-05T23:57:25+00:00,arrived_hub,Hub 07,37.327045,5.730905,carrier_api,"{""shipment_id"": 32, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2026-02-06T00:00:25+00:00
198,32,2026-02-06T07:32:37+00:00,out_for_delivery,Braga,46.009452,1.526595,iot_gateway,"{""shipment_id"": 32, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2026-02-06T07:41:37+00:00
199,32,2026-02-06T14:52:49+00:00,delivered,Braga,47.699815,7.722873,manual,"{""shipment_id"": 32, ""status"": ""delivered"", ""source_quality"": ""low""}",2026-02-06T14:56:49+00:00
200,33,2025-10-20T16:22:54+00:00,created,Hub 22,37.118486,13.380236,carrier_api,"{""shipment_id"": 33, ""status"": ""created"", ""source_quality"": ""medium""}",2025-10-20T16:24:54+00:00
201,33,2025-10-20T18:54:06+00:00,picked_up,Hub 15,38.114116,1.707364,tms,"{""shipment_id"": 33, ""status"": ""picked_up"", ""source_quality"": ""low""}",2025-10-20T18:58:06+00:00
202,33,2025-10-20T21:38:18+00:00,departed_warehouse,Hub 15,47.005608,10.015168,tms,"{""shipment_id"": 33, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-10-20T21:44:18+00:00
203,33,2025-10-21T00:28:30+00:00,in_transit,Hub 08,45.217107,5.508582,carrier_api,"{""shipment_id"": 33, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-10-21T00:32:30+00:00
204,33,2025-10-21T04:58:42+00:00,arrived_hub,Hub 22,41.15717,9.401386,carrier_api,"{""shipment_id"": 33, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-10-21T05:06:42+00:00
205,33,2025-10-21T06:17:54+00:00,out_for_delivery,Toulouse,38.877802,-4.273016,iot_gateway,"{""shipment_id"": 33, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2025-10-21T06:22:54+00:00
206,33,2025-10-21T10:02:06+00:00,delivered,Toulouse,46.597124,-1.159827,iot_gateway,"{""shipment_id"": 33, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-10-21T10:07:06+00:00
207,34,2026-01-17T14:05:44+00:00,created,Hub 02,47.47327,10.43969,mobile_app,"{""shipment_id"": 34, ""status"": ""created"", ""source_quality"": ""low""}",2026-01-17T14:06:44+00:00
208,34,2026-01-18T04:02:44+00:00,cancelled,Hub 15,52.655975,4.27042,carrier_api,"{""shipment_id"": 34, ""status"": ""cancelled"", ""source_quality"": ""low""}",2026-01-18T04:08:44+00:00
209,35,2025-02-16T16:37:32+00:00,created,Hub 03,50.42483,4.675113,manual,"{""shipment_id"": 35, ""status"": ""created"", ""source_quality"": ""medium""}",2025-02-16T16:46:32+00:00
210,35,2025-02-16T18:29:44+00:00,picked_up,Hub 16,45.831459,9.890459,manual,"{""shipment_id"": 35, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-02-16T18:36:44+00:00
211,35,2025-02-16T20:58:56+00:00,departed_warehouse,Hub 04,39.031374,7.717112,mobile_app,"{""shipment_id"": 35, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2025-02-16T21:02:56+00:00
212,35,2025-02-16T22:11:08+00:00,in_transit,Hub 01,37.932457,6.269703,tms,"{""shipment_id"": 35, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-02-16T22:15:08+00:00
213,35,2025-02-17T01:15:20+00:00,arrived_hub,Hub 04,52.986566,-0.326913,carrier_api,"{""shipment_id"": 35, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-02-17T01:24:20+00:00
214,35,2025-02-17T03:47:32+00:00,out_for_delivery,Porto,41.11215,1.058635,iot_gateway,"{""shipment_id"": 35, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-02-17T03:49:32+00:00
215,35,2025-02-17T04:55:44+00:00,delivered,Porto,40.375025,4.889309,tms,"{""shipment_id"": 35, ""status"": ""delivered"", ""source_quality"": ""high""}",2025-02-17T04:59:44+00:00
216,36,2026-01-23T01:13:40+00:00,created,Hub 12,45.798998,-8.311691,manual,"{""shipment_id"": 36, ""status"": ""created"", ""source_quality"": ""medium""}",2026-01-23T01:18:40+00:00
217,36,2026-01-23T16:41:22+00:00,picked_up,Hub 22,44.95071,5.851486,carrier_api,"{""shipment_id"": 36, ""status"": ""picked_up"", ""source_quality"": ""low""}",2026-01-23T16:45:22+00:00
218,36,2026-01-24T06:10:04+00:00,departed_warehouse,Hub 24,43.771145,-2.199222,iot_gateway,"{""shipment_id"": 36, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2026-01-24T06:16:04+00:00
219,36,2026-01-24T22:09:46+00:00,in_transit,Hub 13,46.211781,3.294235,carrier_api,"{""shipment_id"": 36, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2026-01-24T22:12:46+00:00
220,36,2026-01-25T12:48:28+00:00,arrived_hub,Hub 02,47.030386,-0.811544,manual,"{""shipment_id"": 36, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2026-01-25T12:55:28+00:00
221,36,2026-01-26T03:11:10+00:00,out_for_delivery,Porto,49.694181,1.110639,iot_gateway,"{""shipment_id"": 36, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2026-01-26T03:15:10+00:00
222,36,2026-01-26T18:13:52+00:00,delivered,Porto,52.555851,12.072526,iot_gateway,"{""shipment_id"": 36, ""status"": ""delivered"", ""source_quality"": ""high""}",2026-01-26T18:16:52+00:00
223,37,2026-03-09T00:54:03+00:00,created,Hub 24,37.403481,4.019486,iot_gateway,"{""shipment_id"": 37, ""status"": ""created"", ""source_quality"": ""high""}",2026-03-09T00:59:03+00:00
224,37,2026-03-09T05:01:33+00:00,picked_up,Hub 07,40.920167,-0.735898,tms,"{""shipment_id"": 37, ""status"": ""picked_up"", ""source_quality"": ""low""}",2026-03-09T05:08:33+00:00
225,37,2026-03-09T08:29:03+00:00,departed_warehouse,Hub 04,44.795507,5.142161,manual,"{""shipment_id"": 37, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2026-03-09T08:36:03+00:00
226,37,2026-03-09T12:01:33+00:00,in_transit,Hub 16,41.900624,13.735958,manual,"{""shipment_id"": 37, ""status"": ""in_transit"", ""source_quality"": ""high""}",2026-03-09T12:06:33+00:00
227,37,2026-03-09T14:42:03+00:00,arrived_hub,Hub 23,37.529847,-7.297493,iot_gateway,"{""shipment_id"": 37, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2026-03-09T14:51:03+00:00
228,37,2026-03-09T18:19:33+00:00,out_for_delivery,Amsterdam,41.029101,-4.299472,manual,"{""shipment_id"": 37, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2026-03-09T18:22:33+00:00
229,37,2026-03-09T21:18:03+00:00,delivered,Amsterdam,41.702493,2.663264,carrier_api,"{""shipment_id"": 37, ""status"": ""delivered"", ""source_quality"": ""medium""}",2026-03-09T21:24:03+00:00
230,38,2025-07-13T19:54:02+00:00,created,Hub 13,43.323695,13.1527,manual,"{""shipment_id"": 38, ""status"": ""created"", ""source_quality"": ""medium""}",2025-07-13T19:58:02+00:00
231,38,2025-07-13T21:27:14+00:00,picked_up,Hub 19,51.516578,0.888534,tms,"{""shipment_id"": 38, ""status"": ""picked_up"", ""source_quality"": ""high""}",2025-07-13T21:29:14+00:00
232,38,2025-07-13T23:24:26+00:00,departed_warehouse,Hub 02,42.148902,-1.044883,tms,"{""shipment_id"": 38, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2025-07-13T23:27:26+00:00
233,38,2025-07-14T02:07:38+00:00,in_transit,Hub 15,51.748098,2.438345,tms,"{""shipment_id"": 38, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-07-14T02:12:38+00:00
234,38,2025-07-14T05:28:50+00:00,arrived_hub,Hub 21,48.112013,0.982482,carrier_api,"{""shipment_id"": 38, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-07-14T05:37:50+00:00
235,38,2025-07-14T06:54:02+00:00,out_for_delivery,Porto,39.454139,11.673459,iot_gateway,"{""shipment_id"": 38, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-07-14T07:00:02+00:00
236,38,2025-07-14T09:16:14+00:00,delivered,Porto,51.505787,-5.187403,iot_gateway,"{""shipment_id"": 38, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-07-14T09:22:14+00:00
237,39,2025-05-20T18:46:31+00:00,created,Hub 21,40.481962,-2.9488,iot_gateway,"{""shipment_id"": 39, ""status"": ""created"", ""source_quality"": ""low""}",2025-05-20T18:47:31+00:00
238,39,2025-05-21T02:39:43+00:00,picked_up,Hub 18,48.137613,13.806951,mobile_app,"{""shipment_id"": 39, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-05-21T02:44:43+00:00
239,39,2025-05-21T07:48:55+00:00,departed_warehouse,Hub 12,42.974412,-1.430723,iot_gateway,"{""shipment_id"": 39, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-05-21T07:57:55+00:00
240,39,2025-05-21T17:02:07+00:00,in_transit,Hub 22,51.994778,10.668815,manual,"{""shipment_id"": 39, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-05-21T17:03:07+00:00
241,39,2025-05-21T23:31:19+00:00,arrived_hub,Hub 09,38.966387,13.87772,iot_gateway,"{""shipment_id"": 39, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-05-21T23:39:19+00:00
242,39,2025-05-22T05:53:31+00:00,out_for_delivery,Braga,47.806994,12.793521,carrier_api,"{""shipment_id"": 39, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-05-22T05:59:31+00:00
243,39,2025-05-22T14:59:43+00:00,delivered,Braga,36.63681,-4.305139,tms,"{""shipment_id"": 39, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-05-22T15:03:43+00:00
244,40,2025-10-31T00:16:45+00:00,created,Hub 22,39.434156,4.901945,tms,"{""shipment_id"": 40, ""status"": ""created"", ""source_quality"": ""medium""}",2025-10-31T00:23:45+00:00
245,40,2025-10-31T02:59:39+00:00,picked_up,Hub 19,50.921529,9.21013,mobile_app,"{""shipment_id"": 40, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-10-31T03:06:39+00:00
246,40,2025-10-31T06:36:33+00:00,departed_warehouse,Hub 21,40.965305,-0.478134,carrier_api,"{""shipment_id"": 40, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-10-31T06:43:33+00:00
247,40,2025-10-31T08:08:27+00:00,in_transit,Hub 11,37.901157,11.845881,mobile_app,"{""shipment_id"": 40, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-10-31T08:13:27+00:00
248,40,2025-10-31T12:49:21+00:00,arrived_hub,Hub 14,40.339028,-5.252279,carrier_api,"{""shipment_id"": 40, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-10-31T12:55:21+00:00
249,40,2025-10-31T15:11:15+00:00,out_for_delivery,Frankfurt,38.578445,7.854901,iot_gateway,"{""shipment_id"": 40, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-10-31T15:15:15+00:00
250,40,2025-10-31T17:25:09+00:00,delivered,Frankfurt,44.567662,-1.54338,mobile_app,"{""shipment_id"": 40, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-10-31T17:31:09+00:00
251,41,2025-08-12T00:07:28+00:00,created,Hub 09,50.045612,-3.089357,carrier_api,"{""shipment_id"": 41, ""status"": ""created"", ""source_quality"": ""medium""}",2025-08-12T00:14:28+00:00
252,41,2025-08-12T00:09:22+00:00,picked_up,Hub 23,50.408644,4.560494,iot_gateway,"{""shipment_id"": 41, ""status"": ""picked_up"", ""source_quality"": ""high""}",2025-08-12T00:17:22+00:00
253,41,2025-08-12T04:12:16+00:00,departed_warehouse,Hub 24,40.129084,7.021119,manual,"{""shipment_id"": 41, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-08-12T04:21:16+00:00
254,41,2025-08-12T07:44:10+00:00,in_transit,Hub 15,46.326518,-3.955939,tms,"{""shipment_id"": 41, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-08-12T07:45:10+00:00
255,41,2025-08-12T11:10:04+00:00,arrived_hub,Hub 14,38.490893,-7.231357,manual,"{""shipment_id"": 41, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-08-12T11:15:04+00:00
256,41,2025-08-12T12:43:58+00:00,out_for_delivery,Frankfurt,36.785404,6.410827,manual,"{""shipment_id"": 41, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-08-12T12:44:58+00:00
257,41,2025-08-12T16:13:52+00:00,delivered,Frankfurt,47.205066,-0.336342,tms,"{""shipment_id"": 41, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-08-12T16:20:52+00:00
258,42,2026-03-16T16:30:03+00:00,created,Hub 23,39.092019,-2.426027,tms,"{""shipment_id"": 42, ""status"": ""created"", ""source_quality"": ""medium""}",2026-03-16T16:35:03+00:00
259,42,2026-03-16T19:48:15+00:00,picked_up,Hub 21,43.439912,10.807212,mobile_app,"{""shipment_id"": 42, ""status"": ""picked_up"", ""source_quality"": ""high""}",2026-03-16T19:57:15+00:00
260,42,2026-03-16T21:28:27+00:00,departed_warehouse,Hub 13,50.508038,5.032837,iot_gateway,"{""shipment_id"": 42, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2026-03-16T21:37:27+00:00
261,42,2026-03-17T01:09:39+00:00,in_transit,Hub 21,46.28295,-7.438856,tms,"{""shipment_id"": 42, ""status"": ""in_transit"", ""source_quality"": ""high""}",2026-03-17T01:13:39+00:00
262,42,2026-03-17T03:33:51+00:00,arrived_hub,Hub 16,37.603068,6.826097,manual,"{""shipment_id"": 42, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2026-03-17T03:38:51+00:00
